DATAFLOW,LAST UPDATE,freq,siec,partner,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2006,6013.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2007,4851.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2008,4432.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2009,2006.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2010,2279.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2011,3092.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2012,2884.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2013,1463.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2014,584.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2015,203.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2016,1476.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2017,1195.694,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2018,1516.552,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2019,2681.072,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2020,2144.357,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2021,3564.649,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2022,2851.023,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2023,2673.156,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Romania,2024,2301.139,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1990,2542.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1991,2339.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1992,1941.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1993,892.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1994,650.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1995,828.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1996,1852.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1997,2065.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1998,1794.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,1999,1072.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2000,1122.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2001,1575.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2002,1698.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2003,1882.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2004,2536.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2005,2120.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2006,2167.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2007,2232.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2008,2201.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2009,1584.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2010,1968.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2011,1747.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2012,1790.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2013,1887.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2014,1395.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2015,1740.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2016,1795.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2017,2182.632,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2018,2198.330,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2019,2262.610,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2020,1989.886,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2021,2365.051,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2022,2969.595,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2023,2657.624,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Serbia,2024,2525.934,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1990,656.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1991,701.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1992,791.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1993,863.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1994,857.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1995,858.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1996,919.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1997,908.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1998,900.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,1999,902.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2000,882.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2001,968.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2002,986.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2003,983.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2004,979.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2005,932.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2006,976.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2007,1007.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2008,914.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2009,1205.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2010,1631.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2011,1302.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2012,1130.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2013,1085.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2014,891.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2015,812.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2016,917.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2017,1067.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2018,1139.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2019,1088.537,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2020,1446.880,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2021,1224.171,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2022,774.006,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2023,910.014,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Sweden,2024,924.454,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1990,846.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1991,819.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1992,703.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1993,697.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1994,740.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1995,878.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1996,840.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1997,918.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1998,948.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,1999,991.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2000,1007.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2001,1038.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2002,1001.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2003,1109.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2004,1099.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2005,1137.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2006,1101.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2007,1120.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2008,1076.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2009,1019.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2010,1053.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2011,904.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2012,870.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2013,847.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2014,766.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2015,813.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2016,861.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2017,902.500,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2018,885.200,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2019,898.700,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2020,898.100,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2021,947.100,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2022,835.300,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2023,805.500,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovenia,2024,873.447,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1990,6698.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1991,5349.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1992,5995.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1993,5308.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1994,5523.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1995,5604.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1996,6269.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1997,6403.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1998,6642.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,1999,6484.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2000,7036.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2001,7002.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2002,7255.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2003,6795.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2004,6949.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2005,7399.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2006,6940.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2007,6268.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2008,6266.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2009,5878.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2010,6098.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2011,5907.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2012,4801.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2013,5269.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2014,4757.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2015,4407.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2016,4378.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2017,5248.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2018,4396.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2019,6707.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2020,4301.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2021,5131.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2022,6191.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2023,4501.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Slovakia,2024,4055.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1990,3257.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1991,4035.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1992,4437.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1993,4954.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1994,5313.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1995,6881.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1996,8039.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1997,9584.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1998,9894.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,1999,12036.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2000,14380.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2001,15754.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2002,17110.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2003,20650.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2004,21732.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2005,26573.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2006,30219.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2007,35832.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2008,37153.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2009,35856.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2010,38037.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2011,43878.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2012,45922.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2013,45270.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2014,49262.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2015,48427.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2016,46352.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2017,55250.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2018,50282.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2019,45212.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2020,48125.771,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2021,58703.930,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2022,54661.680,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2023,50483.764,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Türkiye,2024,52213.130,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Ukraine,1990,90675.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Ukraine,1991,91700.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Ukraine,1992,89579.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Ukraine,1993,76600.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Ukraine,1994,66167.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Ukraine,1995,63486.000,,
ESTAT:NRG_TI_GAS(1.0),24/03/26 23:00:00,Annual,Natural gas,Total,Million cubic metres,Ukraine,1996,71200.000,,
